Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000156313.12_38327346_38285540_1145	ENSG00000156313.12_38327346_38285540_1145			1145	28.50				1.0000	0.9990	31	53	21	53	32	21	14	7	32	21	3.26359296E9	3.65137184E8	3.05755955E9	2.44982112E8	3.26359296E9	3.65137184E8	
ENSG00000156345.17_87974446_87967462_346	ENSG00000156345.17_87974446_87967462_346			346	30.10				1.0000	0.9990	7	17	17	18	11	6	11	6	11	7	2.32977408E9	3.83406688E8	2.32977408E9	3.83406688E8	2.27112909E9	4.59525312E8	
ENSG00000156374.14_103351066_103303905_350	ENSG00000156374.14_103351066_103303905_350			350	39.40				1.0000	0.9990	10	14	14	14	7	7	7	7	7	7	0.0	4.73590976E8	0.0	4.73590976E8	0.0	4.73590976E8	
ENSG00000156384.14_104122991_104125704_232	ENSG00000156384.14_104122991_104125704_232			232	51.30				1.0000	0.9990	8	10	10	10	6	4	6	4	6	4	5.7458278E8	1.82163408E8	5.7458278E8	1.82163408E8	5.7458278E8	1.82163408E8	
ENSG00000156395.12_104641628_105263374_1122	ENSG00000156395.12_104641628_105263374_1122			1122	33.60				1.0000	0.9990	40	68	68	68	31	37	31	37	31	37	1.76238106E9	6.718793E8	1.76238106E9	6.718793E8	1.76238106E9	6.718793E8	
ENSG00000156398.12_102726637_102737762_322	ENSG00000156398.12_102726637_102737762_322			322	60.90				1.0000	0.9990	17	44	44	44	28	16	28	16	28	16	9.8091635E8	1.01341709E9	9.8091635E8	1.01341709E9	9.8091635E8	1.01341709E9	
ENSG00000156411.9_103915153_103912666_46	ENSG00000156411.9_103915153_103912666_46			46	54.30				1.0000	0.9990	2	2	2	2	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000156427.7_171420200_171456805_207	ENSG00000156427.7_171420200_171456805_207			207	38.20				1.0000	0.9990	8	14	14	14	7	7	7	7	7	7	1.44905888E8	8.894217E8	1.44905888E8	8.894217E8	1.44905888E8	8.894217E8	
ENSG00000156453.13_141869348_141854042_1196	ENSG00000156453.13_141869348_141854042_1196			1196	28.80				1.0000	0.9990	31	54	18	54	29	25	10	8	29	25	2.44449894E9	5.0587919E9	2.38624691E9	4.8127775E9	2.44449894E9	5.0587919E9	
ENSG00000156463.17_145937929_146062701_729	ENSG00000156463.17_145937929_146062701_729			729	44.90				1.0000	0.9990	30	44	44	48	18	26	18	26	20	28	1.97373235E9	1.91349248E9	1.97373235E9	1.91349248E9	2.15287142E9	1.86094131E9	
ENSG00000156466.9_96160401_96144563_358	ENSG00000156466.9_96160401_96144563_358			358	43.30				1.0000	0.9990	15	18	18	18	9	9	9	9	9	9	4.04199328E8	3.030392E8	4.04199328E8	3.030392E8	4.04199328E8	3.030392E8	
ENSG00000156467.9_96235530_96231055_111	ENSG00000156467.9_96235530_96231055_111			111	88.30				1.0000	0.9990	17	138	18	138	67	71	7	11	67	71	2.201506E10	1.87033436E10	1.43794412E10	4.6701993E9	2.201506E10	1.87033436E10	
ENSG00000156467.9_96235530_96231105_140	ENSG00000156467.9_96235530_96231105_140			140	76.40				1.0000	0.9990	15	4	4	124	3	1	3	1	63	61	0.0	2.18808141E9	0.0	2.18808141E9	1.161438E10	2.01534054E10	
ENSG00000156471.12_96262107_96333566_451	ENSG00000156471.12_96262107_96333566_451			451	33.90				1.0000	0.9990	18	45	45	45	29	16	29	16	29	16	9.6832051E8	7.991223E8	9.6832051E8	7.991223E8	9.6832051E8	7.991223E8	
ENSG00000156482.10_98045367_98041801_115	ENSG00000156482.10_98045367_98041801_115			115	74.80				1.0000	0.9990	9	208	208	208	91	117	91	117	91	117	7.3114034E10	5.4684123E10	7.3114034E10	5.4684123E10	7.3114034E10	5.4684123E10	
ENSG00000156502.13_69180292_69209035_786	ENSG00000156502.13_69180292_69209035_786			786	65.90				1.0000	0.9990	48	124	124	124	62	62	62	62	62	62	2.0560809E9	1.82174387E9	2.0560809E9	1.82174387E9	2.0560809E9	1.82174387E9	
ENSG00000156504.16_134796190_134772139_242	ENSG00000156504.16_134796190_134772139_242			242	45.90				1.0000	0.9990	19	25	25	29	15	10	15	10	16	13	5.8612544E8	2.42072192E8	5.8612544E8	2.42072192E8	5.8612544E8	2.42072192E8	
ENSG00000156508.17_73519516_73517810_414	ENSG00000156508.17_73519516_73517810_414			414	80.00				1.0000	0.9990	36	1242	878	1242	631	611	451	427	631	611	3.2419958E11	8.9114876E11	2.91581788E11	3.65673546E11	3.2419958E11	8.9114876E11	
ENSG00000156521.13_70146535_70139924_549	ENSG00000156521.13_70146535_70139924_549			549	35.20				1.0000	0.9990	9	14	0	14	3	11	0	0	3	11	0.0	4.17801984E8	0.0	0.0	0.0	4.17801984E8	ENSG00000156521.13_70146535_70140111_381
ENSG00000156531.16_134377618_134415222_312	ENSG00000156531.16_134377618_134415222_312			312	63.80				1.0000	0.9990	21	5	5	64	3	2	3	2	43	21	1.72750432E8	2.29319219E9	1.72750432E8	2.29319219E9	2.14405402E9	3.2429225E9	
ENSG00000156531.16_134377618_134425330_365	ENSG00000156531.16_134377618_134425330_365			365	74.80				1.0000	0.9990	30	84	25	84	54	30	14	11	54	30	2.91942554E9	1.79847654E9	9.3030304E8	1.09847987E9	2.91942554E9	1.79847654E9	
ENSG00000156535.13_73762792_73823633_1143	ENSG00000156535.13_73762792_73823633_1143			1143	24.50				1.0000	0.9990	20	30	30	30	14	16	14	16	14	16	1.41142992E8	2.3901536E8	1.41142992E8	2.3901536E8	1.41142992E8	2.3901536E8	
ENSG00000156564.8_40432891_40391943_715	ENSG00000156564.8_40432891_40391943_715			715	35.80				1.0000	0.9990	30	53	53	53	23	30	23	30	23	30	0.0	4.51999648E8	0.0	4.51999648E8	0.0	4.51999648E8	
ENSG00000156587.15_57567599_57552358_149	ENSG00000156587.15_57567599_57552358_149			149	89.30				1.0000	0.9990	14	36	36	36	15	21	15	21	15	21	2.25059123E9	1.66944563E9	2.25059123E9	1.66944563E9	2.25059123E9	1.66944563E9	
ENSG00000156599.10_57682507_57700031_652	ENSG00000156599.10_57682507_57700031_652			652	55.80				1.0000	0.9990	41	74	72	74	39	35	38	34	39	35	1.28808166E9	1.96743706E9	1.28808166E9	1.96743706E9	1.28808166E9	1.96743706E9	
ENSG00000156603.15_57704409_57704293_38	ENSG00000156603.15_57704409_57704293_38			38	60.50				1.0000	0.9990	6	4	4	10	2	2	2	2	4	6	8.8410528E7	0.0	8.8410528E7	0.0	1.09479016E8	0.0	
ENSG00000156639.11_37819946_38152389_227	ENSG00000156639.11_37819946_38152389_227			227	43.20				1.0000	0.9990	10	17	17	17	7	10	7	10	7	10	1.53617306E9	2.51487344E8	1.53617306E9	2.51487344E8	1.53617306E9	2.51487344E8	
ENSG00000156642.16_73633215_73561910_282	ENSG00000156642.16_73633215_73561910_282			282	43.60				1.0000	0.9990	17	106	106	106	47	59	47	59	47	59	5.1555543E9	5.802473E9	5.1555543E9	5.802473E9	5.1555543E9	5.802473E9	
ENSG00000156675.15_37899441_37862895_1283	ENSG00000156675.15_37899441_37862895_1283			1283	58.00				1.0000	0.9990	72	148	142	148	87	61	83	59	87	61	2.81265101E9	3.20336358E9	2.81265101E9	3.20336358E9	2.81265101E9	3.20336358E9	
ENSG00000156687.10_35235785_35790563_953	ENSG00000156687.10_35235785_35790563_953			953	40.90				1.0000	0.9990	31	44	44	44	27	17	27	17	27	17	2.33931366E9	2.22607552E8	2.33931366E9	2.22607552E8	2.33931366E9	2.22607552E8	
ENSG00000156697.12_129906211_129929608_771	ENSG00000156697.12_129906211_129929608_771			771	55.10				1.0000	0.9990	48	83	83	83	41	42	41	42	41	42	0.0	2.91335603E9	0.0	2.91335603E9	0.0	2.91335603E9	
ENSG00000156709.13_130165656_130129557_613	ENSG00000156709.13_130165656_130129557_613			613	69.70				1.0000	0.9990	38	333	333	333	188	145	188	145	188	145	2.2155262E10	2.55504568E10	2.2155262E10	2.55504568E10	2.2155262E10	2.55504568E10	
ENSG00000156711.16_36130583_36139373_365	ENSG00000156711.16_36130583_36139373_365			365	74.80				1.0000	0.9990	33	135	124	135	75	60	69	55	75	60	6.1978916E9	1.0777557E10	3.28510899E9	4.8001802E9	6.1978916E9	1.0777557E10	
ENSG00000156735.10_38176870_38210493_457	ENSG00000156735.10_38176870_38210493_457			457	41.40				1.0000	0.9990	18	46	46	46	26	20	26	20	26	20	2.59608976E8	9.2988083E8	2.59608976E8	9.2988083E8	2.59608976E8	9.2988083E8	
ENSG00000156787.16_123072770_123151939_1066	ENSG00000156787.16_123072770_123151939_1066			1066	30.60				1.0000	0.9990	43	159	159	159	84	75	84	75	84	75	1.41532262E10	1.35348019E10	1.41532262E10	1.35348019E10	1.41532262E10	1.35348019E10	
ENSG00000156795.6_123416850_123441415_205	ENSG00000156795.6_123416850_123441415_205			205	41.00				1.0000	0.9990	8	30	30	30	17	13	17	13	17	13	1.27530266E9	7.8166592E8	1.27530266E9	7.8166592E8	1.27530266E9	7.8166592E8	
ENSG00000156802.12_123396357_123321134_1390	ENSG00000156802.12_123396357_123321134_1390			1390	55.70				1.0000	0.9990	68	99	99	104	46	53	46	53	49	55	4.897616E8	4.47065376E8	4.897616E8	4.47065376E8	4.897616E8	4.47065376E8	
ENSG00000156804.7_123541014_123503373_355	ENSG00000156804.7_123541014_123503373_355			355	40.30				1.0000	0.9990	13	14	14	15	8	6	8	6	9	6	2.79374912E8	5.1834128E8	2.79374912E8	5.1834128E8	2.79374912E8	5.1834128E8	
ENSG00000156831.7_125102331_125366885_247	ENSG00000156831.7_125102331_125366885_247			247	66.80				1.0000	0.9990	13	19	19	19	11	8	11	8	11	8	1.10199616E9	1.17729062E9	1.10199616E9	1.17729062E9	1.10199616E9	1.17729062E9	
ENSG00000156853.12_30610041_30604264_500	ENSG00000156853.12_30610041_30604264_500			500	49.60				1.0000	0.9990	22	25	24	25	18	7	17	7	18	7	1.78701632E8	4.493376E8	1.78701632E8	4.493376E8	1.78701632E8	4.493376E8	
ENSG00000156858.11_30651950_30656311_526	ENSG00000156858.11_30651950_30656311_526			526	51.50				1.0000	0.9990	25	52	52	54	29	23	29	23	30	24	1.66204293E10	6.5975546E8	1.66204293E10	6.5975546E8	1.66204293E10	6.5975546E8	
ENSG00000156860.15_30659519_30669645_980	ENSG00000156860.15_30659519_30669645_980			980	32.90				1.0000	0.9990	35	75	75	75	41	34	41	34	41	34	4.89809728E8	1.08201267E9	4.89809728E8	1.08201267E9	4.89809728E8	1.08201267E9	
ENSG00000156869.12_99748666_99708898_592	ENSG00000156869.12_99748666_99708898_592			592	24.70				1.0000	0.9990	18	26	26	26	12	14	12	14	12	14	1.13214285E9	1.3122391E9	1.13214285E9	1.3122391E9	1.13214285E9	1.3122391E9	
ENSG00000156876.9_100132814_100085328_657	ENSG00000156876.9_100132814_100085328_657			657	41.60				1.0000	0.9990	24	36	36	36	25	11	25	11	25	11	3.52918944E8	1.17003443E9	3.52918944E8	1.17003443E9	3.52918944E8	1.17003443E9	
ENSG00000156920.10_136308823_136416491_3065	ENSG00000156920.10_136308823_136416491_3065			3065	23.70				1.0000	0.9990	58	81	81	81	45	36	45	36	45	36	5.7182502E8	9.4888928E8	5.7182502E8	9.4888928E8	5.7182502E8	9.4888928E8	
ENSG00000156928.4_23299395_23309543_220	ENSG00000156928.4_23299395_23309543_220			220	74.50				1.0000	0.9990	10	14	14	14	9	5	9	5	9	5	4.64325696E8	1.22894296E8	4.64325696E8	1.22894296E8	4.64325696E8	1.22894296E8	
ENSG00000156931.15_184824633_185052025_1426	ENSG00000156931.15_184824633_185052025_1426			1426	52.20				1.0000	0.9990	69	144	144	144	79	65	79	65	79	65	1.81762022E9	1.22899699E9	1.81762022E9	1.22899699E9	1.81762022E9	1.22899699E9	
ENSG00000156958.14_49155997_49328159_447	ENSG00000156958.14_49155997_49328159_447			447	65.10				1.0000	0.9990	27	87	87	87	40	47	40	47	40	47	6.1003718E8	4.560193E9	6.1003718E8	4.560193E9	6.1003718E8	4.560193E9	
ENSG00000156959.8_9552679_9502211_247	ENSG00000156959.8_9552679_9502211_247			247	44.10				1.0000	0.9990	9	14	14	14	7	7	7	7	7	7	1.90927872E8	1.915648E8	1.90927872E8	1.915648E8	1.90927872E8	1.915648E8	
ENSG00000156966.6_231395804_231398925_401	ENSG00000156966.6_231395804_231398925_401			401	45.60				1.0000	0.9990	14	23	23	23	16	7	16	7	16	7	3.28761536E8	1.24175776E8	3.28761536E8	1.24175776E8	3.28761536E8	1.24175776E8	
ENSG00000156970.12_40165129_40220759_1013	ENSG00000156970.12_40165129_40220759_1013			1013	37.30				1.0000	0.9990	33	50	50	50	30	20	30	20	30	20	6.0004358E8	4.26989722E9	6.0004358E8	4.26989722E9	6.0004358E8	4.26989722E9	
ENSG00000156983.15_9734432_9747349_1116	ENSG00000156983.15_9734432_9747349_1116			1116	52.00				1.0000	0.9990	50	71	71	73	42	29	42	29	44	29	4.4044544E8	5.8824986E8	4.4044544E8	5.8824986E8	4.4044544E8	5.8824986E8	
ENSG00000156990.14_9843990_9838016_343	ENSG00000156990.14_9843990_9838016_343			343	50.70				1.0000	0.9990	17	27	27	27	11	16	11	16	11	16	1.70994483E9	8.413465E8	1.70994483E9	8.413465E8	1.70994483E9	8.413465E8	
ENSG00000157005.3_187670291_187669065_116	ENSG00000157005.3_187670291_187669065_116			116	87.10				1.0000	0.9990	10	87	87	87	35	52	35	52	35	52	2.74902656E9	6.8008509E9	2.74902656E9	6.8008509E9	2.74902656E9	6.8008509E9	
ENSG00000157014.10_10249579_10279025_635	ENSG00000157014.10_10249579_10279025_635			635	49.20				1.0000	0.9990	33	69	0	69	34	35	0	0	34	35	1.47076365E9	5.6128627E8	0.0	0.0	1.47076365E9	5.6128627E8	ENSG00000272410.5_10249579_10278687_596
ENSG00000157017.15_10292913_10285875_104	ENSG00000157017.15_10292913_10285875_104			104	81.70				1.0000	0.9990	7	62	62	62	35	27	35	27	35	27	1.14742682E10	5.8193628E9	1.14742682E10	5.8193628E9	1.14742682E10	5.8193628E9	
ENSG00000157020.17_10321052_10301261_322	ENSG00000157020.17_10321052_10301261_322			322	73.30				1.0000	0.9990	22	255	255	255	128	127	128	127	128	127	2.19293614E10	2.56592916E10	2.19293614E10	2.56592916E10	2.19293614E10	2.56592916E10	
ENSG00000157036.12_38496368_38524362_368	ENSG00000157036.12_38496368_38524362_368			368	54.90				1.0000	0.9990	16	78	78	78	41	37	41	37	41	37	7.9725325E8	8.7628083E8	7.9725325E8	8.7628083E8	7.9725325E8	8.7628083E8	
ENSG00000157064.10_183418267_183252641_307	ENSG00000157064.10_183418267_183252641_307			307	36.20				1.0000	0.9990	7	9	9	9	3	6	3	6	3	6	0.0	6.3903546E8	0.0	6.3903546E8	0.0	6.3903546E8	
ENSG00000157077.14_52233207_52346221_1425	ENSG00000157077.14_52233207_52346221_1425			1425	50.20				1.0000	0.9990	65	143	143	143	75	68	75	68	75	68	2.22752256E9	5.1797504E8	2.22752256E9	5.1797504E8	2.22752256E9	5.1797504E8	
ENSG00000157106.16_18926041_18809569_3661	ENSG00000157106.16_18926041_18809569_3661			3661	45.10				1.0000	0.9990	140	208	208	208	112	96	112	96	112	96	1.18847334E10	5.1249055E9	1.18847334E10	5.1249055E9	1.18847334E10	5.1249055E9	
ENSG00000157107.13_72956103_73088090_808	ENSG00000157107.13_72956103_73088090_808			808	62.00				1.0000	0.9990	48	95	95	95	53	42	53	42	53	42	6.9619725E8	1.45443699E9	6.9619725E8	1.45443699E9	6.9619725E8	1.45443699E9	
ENSG00000157131.10_56854935_56917716_573	ENSG00000157131.10_56854935_56917716_573			573	55.30				1.0000	0.9990	22	30	30	30	17	13	17	13	17	13	2.19312704E8	0.0	2.19312704E8	0.0	2.19312704E8	0.0	
ENSG00000157181.15_186379786_186419076_454	ENSG00000157181.15_186379786_186419076_454			454	61.50				1.0000	0.9990	26	76	76	76	42	34	42	34	42	34	2.27722957E9	1.54590362E9	2.27722957E9	1.54590362E9	2.27722957E9	1.54590362E9	
ENSG00000157184.6_53196944_53213595_658	ENSG00000157184.6_53196944_53213595_658			658	72.60				1.0000	0.9990	54	263	263	263	136	127	136	127	136	127	1.27128975E10	8.3796178E9	1.27128975E10	8.3796178E9	1.27128975E10	8.3796178E9	
ENSG00000157191.19_16440762_16458996_273	ENSG00000157191.19_16440762_16458996_273			273	68.90				1.0000	0.9990	19	52	1	53	30	22	0	1	30	23	3.4863145E9	1.72624947E9	0.0	0.0	3.4863145E9	1.72624947E9	
ENSG00000157193.15_53327912_53247018_963	ENSG00000157193.15_53327912_53247018_963			963	32.80				1.0000	0.9990	26	35	34	35	19	16	19	15	19	16	4.58786496E8	1.743052E8	4.58786496E8	1.743052E8	4.58786496E8	1.743052E8	
ENSG00000157212.18_155002896_154944149_1058	ENSG00000157212.18_155002896_154944149_1058			1058	42.50				1.0000	0.9990	33	75	75	75	34	41	34	41	34	41	7.6870963E8	6.5845376E8	7.6870963E8	6.5845376E8	7.6870963E8	6.5845376E8	
ENSG00000157216.15_54406008_54227131_361	ENSG00000157216.15_54406008_54227131_361			361	54.30				1.0000	0.9990	12	23	22	23	16	7	15	7	16	7	3.17833152E8	1.1039081E9	3.17833152E8	1.1039081E9	3.17833152E8	1.1039081E9	
ENSG00000157224.15_90412677_90413411_244	ENSG00000157224.15_90412677_90413411_244			244	26.20				1.0000	0.9990	5	6	6	6	0	6	0	6	0	6	0.0	3.31056992E8	0.0	3.31056992E8	0.0	3.31056992E8	
ENSG00000157227.12_22836818_22846039_582	ENSG00000157227.12_22836818_22846039_582			582	48.60				1.0000	0.9990	34	87	82	87	33	54	31	51	33	54	2.48919373E9	7.1924383E9	2.48919373E9	7.1924383E9	2.48919373E9	7.1924383E9	
ENSG00000157240.3_91264881_91266824_647	ENSG00000157240.3_91264881_91266824_647			647	28.40				1.0000	0.9990	15	12	12	18	6	6	6	6	7	11	5.5386472E7	3.2974272E7	5.5386472E7	3.2974272E7	1.2393536E8	4.5562704E7	
ENSG00000157259.6_92447784_92456562_251	ENSG00000157259.6_92447784_92456562_251			251	69.30				1.0000	0.9990	13	21	21	21	10	11	10	11	10	11	3.36497248E8	6.1063245E8	3.36497248E8	6.1063245E8	3.36497248E8	6.1063245E8	
ENSG00000157315.4_69351753_69343407_240	ENSG00000157315.4_69351753_69343407_240			240	14.20				1.0000	0.9990	4	4	4	4	1	3	1	3	1	3	0.0	1.14341581E9	0.0	1.14341581E9	0.0	1.14341581E9	
ENSG00000157326.18_23953789_23968807_188	ENSG00000157326.18_23953789_23968807_188			188	50.50				1.0000	0.9990	11	2	2	27	1	1	1	1	16	11	0.0	0.0	0.0	0.0	1.64119248E8	4.74467264E8	
ENSG00000157326.18_23953789_23968871_278	ENSG00000157326.18_23953789_23968871_278			278	65.80				1.0000	0.9990	20	48	23	48	26	22	11	12	26	22	3.6717632E9	2.8888535E9	3.6717632E9	2.8888535E9	3.6717632E9	2.8888535E9	
ENSG00000157330.9_12746431_12760951_194	ENSG00000157330.9_12746431_12760951_194			194	30.90				1.0000	0.9990	6	10	10	10	4	6	4	6	4	6	0.0	5.1322668E7	0.0	5.1322668E7	0.0	5.1322668E7	
ENSG00000157350.12_70398440_70381689_320	ENSG00000157350.12_70398440_70381689_320			320	47.50				1.0000	0.9990	14	19	19	20	9	10	9	10	9	11	1.43499728E8	2.04599181E9	1.43499728E8	2.04599181E9	1.43499728E8	2.04599181E9	
ENSG00000157353.16_70463191_70479680_1084	ENSG00000157353.16_70463191_70479680_1084			1084	41.90				1.0000	0.9990	40	101	101	101	62	39	62	39	62	39	1.97332467E9	1.97193421E9	1.97332467E9	1.97193421E9	1.97332467E9	1.97193421E9	
ENSG00000157379.13_24299094_24290859_309	ENSG00000157379.13_24299094_24290859_309			309	61.20				1.0000	0.9990	16	65	65	65	29	36	29	36	29	36	2.91945114E9	4.15257088E9	2.91945114E9	4.15257088E9	2.91945114E9	4.15257088E9	
ENSG00000157388.15_53495167_53811406_2181	ENSG00000157388.15_53495167_53811406_2181			2181	22.00				1.0000	0.9990	44	52	52	59	26	26	26	26	31	28	3.18376608E8	1.10246605E9	3.18376608E8	1.10246605E9	6.5831213E8	1.10246605E9	
ENSG00000157399.14_2960400_2934832_589	ENSG00000157399.14_2960400_2934832_589			589	39.40				1.0000	0.9990	21	70	68	70	35	35	34	34	35	35	2.9481728E9	2.20948429E9	2.9481728E9	2.20948429E9	2.9481728E9	2.20948429E9	
ENSG00000157404.15_54658015_54738557_972	ENSG00000157404.15_54658015_54738557_972			972	33.60				1.0000	0.9990	27	36	36	40	23	13	23	13	24	16	6.0606604E7	4.7705744E8	6.0606604E7	4.7705744E8	3.56128154E9	2.95367398E9	
ENSG00000157429.15_71479002_71475170_446	ENSG00000157429.15_71479002_71475170_446			446	38.10				1.0000	0.9990	10	11	11	12	6	5	6	5	7	5	2.23805296E8	1.89822832E8	2.23805296E8	1.89822832E8	2.82052608E8	1.89822832E8	
ENSG00000157445.14_54320529_55074206_994	ENSG00000157445.14_54320529_55074206_994			994	27.30				1.0000	0.9990	21	40	40	40	22	18	22	18	22	18	3.451458E7	3.88647168E8	3.451458E7	3.88647168E8	3.451458E7	3.88647168E8	
ENSG00000157450.15_59030823_59094900_986	ENSG00000157450.15_59030823_59094900_986			986	19.70				1.0000	0.9990	16	20	20	20	14	6	14	6	14	6	3.94392576E8	2.45922624E8	3.94392576E8	2.45922624E8	3.94392576E8	2.45922624E8	
ENSG00000157456.7_59105269_59124877_398	ENSG00000157456.7_59105269_59124877_398			398	52.30				1.0000	0.9990	19	25	25	26	14	11	14	11	15	11	3.82546944E8	1.430476E8	3.82546944E8	1.430476E8	3.82546944E8	1.430476E8	
ENSG00000157483.8_59372500_59137380_1108	ENSG00000157483.8_59372500_59137380_1108			1108	55.30				1.0000	0.9990	67	132	132	132	71	61	71	61	71	61	3.53628832E8	1.44689344E9	3.53628832E8	1.44689344E9	3.53628832E8	1.44689344E9	
ENSG00000157500.10_57227884_57269687_709	ENSG00000157500.10_57227884_57269687_709			709	74.30				1.0000	0.9990	51	212	212	216	124	88	124	88	125	91	5.255786E9	7.7972818E9	5.255786E9	7.7972818E9	5.255786E9	7.7972818E9	
ENSG00000157502.13_106205952_106207523_523	ENSG00000157502.13_106205952_106207523_523			523	31.90				1.0000	0.9990	17	36	36	36	15	21	15	21	15	21	2.34765312E8	2.24487936E8	2.34765312E8	2.24487936E8	2.34765312E8	2.24487936E8	
ENSG00000157514.16_107775215_107714519_132	ENSG00000157514.16_107775215_107714519_132			132	56.10				1.0000	0.9990	8	13	13	14	4	9	4	9	4	10	4.02047392E8	3.22818208E8	4.02047392E8	3.22818208E8	4.02047392E8	1.83965056E9	
ENSG00000157538.13_37267294_37225544_297	ENSG00000157538.13_37267294_37225544_297			297	63.60				1.0000	0.9990	15	70	70	70	44	26	44	26	44	26	2.75202125E9	1.70655693E9	2.75202125E9	1.70655693E9	2.75202125E9	1.70655693E9	
ENSG00000157540.19_37472773_37512531_721	ENSG00000157540.19_37472773_37512531_721			721	52.60				1.0000	0.9990	32	72	4	72	44	28	3	1	44	28	8.3657549E8	1.25945446E9	4.8689464E7	0.0	8.3657549E8	1.25945446E9	
ENSG00000157542.9_37715108_37625159_407	ENSG00000157542.9_37715108_37625159_407			407	27.50				1.0000	0.9990	12	24	24	24	19	5	19	5	19	5	1.65512192E8	1.23611552E8	1.65512192E8	1.23611552E8	1.65512192E8	1.23611552E8	
ENSG00000157557.11_38810035_38822889_469	ENSG00000157557.11_38810035_38822889_469			469	21.50				1.0000	0.9990	9	20	20	21	10	10	10	10	11	10	1.3839032E8	5.5082726E8	1.3839032E8	5.5082726E8	1.3839032E8	5.5082726E8	
ENSG00000157570.11_44906417_44929178_248	ENSG00000157570.11_44906417_44929178_248			248	10.10				1.0000	0.9990	3	3	3	3	1	2	1	2	1	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000157593.18_44257410_44254706_432	ENSG00000157593.18_44257410_44254706_432			432	30.60				1.0000	0.9990	14	28	28	28	16	12	16	12	16	12	6.8023162E8	1.28114957E9	6.8023162E8	1.28114957E9	6.8023162E8	1.28114957E9	
ENSG00000157600.11_110003775_110173451_297	ENSG00000157600.11_110003775_110173451_297			297	19.90				1.0000	0.9990	5	6	6	6	4	2	4	2	4	2	9.5028576E7	1.15873728E8	9.5028576E7	1.15873728E8	9.5028576E7	1.15873728E8	
ENSG00000157601.13_41432071_41458758_662	ENSG00000157601.13_41432071_41458758_662			662	75.80				1.0000	0.9990	47	226	226	227	108	118	108	118	109	118	1.15367373E10	4.7675438E9	1.15367373E10	4.7675438E9	1.15367373E10	4.7675438E9	
ENSG00000157613.10_46278112_46320746_519	ENSG00000157613.10_46278112_46320746_519			519	22.70				1.0000	0.9990	11	23	23	23	16	7	16	7	16	7	4.22803712E8	5.22501248E8	4.22803712E8	5.22501248E8	4.22803712E8	5.22501248E8	
ENSG00000157617.16_41921998_41889124_541	ENSG00000157617.16_41921998_41889124_541			541	44.70				1.0000	0.9990	19	26	26	26	12	14	12	14	12	14	2.53913792E8	2.76971315E9	2.53913792E8	2.76971315E9	2.53913792E8	2.76971315E9	
ENSG00000157625.15_30855469_30831427_647	ENSG00000157625.15_30855469_30831427_647			647	42.50				1.0000	0.9990	24	43	43	43	26	17	26	17	26	17	8.2816032E8	5.755785E8	8.2816032E8	5.755785E8	8.2816032E8	5.755785E8	
