Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000164715.5_294_4802	ENSG00000164715.5_294_4802			1503	41.20				1.0000	0.9990	46	82	82	82	50	32	50	32	50	32	5.8254291E8	8.8961843E8	5.8254291E8	8.8961843E8	5.8254291E8	8.8961843E8	
ENSG00000164733.20_255_1271	ENSG00000164733.20_255_1271			339	78.80				1.0000	0.9990	28	666	666	666	334	332	334	332	334	332	2.41415537E11	3.13747898E11	2.41415537E11	3.13747898E11	2.41415537E11	3.13747898E11	
ENSG00000164741.14_519_3767	ENSG00000164741.14_519_3767			1083	54.50				1.0000	0.9990	44	65	64	65	34	31	33	31	34	31	3.85332064E8	5.8139341E8	3.85332064E8	5.8139341E8	3.85332064E8	5.8139341E8	
ENSG00000164742.14_23_3379	ENSG00000164742.14_23_3379			1119	35.70				1.0000	0.9990	38	54	54	54	42	12	42	12	42	12	4.76622848E8	0.0	4.76622848E8	0.0	4.76622848E8	0.0	
ENSG00000164749.11_271_1494	ENSG00000164749.11_271_1494			408	50.00				1.0000	0.9990	22	27	27	61	16	11	16	11	33	28	3.45629376E8	1.0009801E9	3.45629376E8	1.0009801E9	4.62317472E8	1.0009801E9	
ENSG00000164754.14_289_2181	ENSG00000164754.14_289_2181			631	56.10				1.0000	0.9990	41	151	151	151	81	70	81	70	81	70	2.41334784E9	2.4878441E9	2.41334784E9	2.4878441E9	2.41334784E9	2.4878441E9	
ENSG00000164756.12_1_1107	ENSG00000164756.12_1_1107			369	15.40				1.0000	0.9990	7	15	12	15	6	9	6	6	6	9	0.0	3.30922368E8	0.0	2.08577312E8	0.0	3.30922368E8	
ENSG00000164758.7_165_698	ENSG00000164758.7_165_698			178	89.30				1.0000	0.9990	14	33	33	33	18	15	18	15	18	15	4.36007808E8	1.54964813E9	4.36007808E8	1.54964813E9	4.36007808E8	1.54964813E9	
ENSG00000164761.8_380_1582	ENSG00000164761.8_380_1582			401	27.90				1.0000	0.9990	13	22	22	22	14	8	14	8	14	8	3.41993536E8	1.5346505E7	3.41993536E8	1.5346505E7	3.41993536E8	1.5346505E7	
ENSG00000164794.8_1406_2533	ENSG00000164794.8_1406_2533			376	29.50				1.0000	0.9990	10	15	15	15	5	10	5	10	5	10	5.4096998E8	9.8967264E7	5.4096998E8	9.8967264E7	5.4096998E8	9.8967264E7	
ENSG00000164808.16_225_2759	ENSG00000164808.16_225_2759			845	30.90				1.0000	0.9990	23	36	36	36	20	16	20	16	20	16	2.06700288E8	1.19138056E8	2.06700288E8	1.19138056E8	2.06700288E8	1.19138056E8	
ENSG00000164815.10_144_1448	ENSG00000164815.10_144_1448			435	44.40				1.0000	0.9990	20	40	40	40	20	20	20	20	20	20	6.4888774E8	8.3302912E8	6.4888774E8	8.3302912E8	6.4888774E8	8.3302912E8	
ENSG00000164818.15_21_2585	ENSG00000164818.15_21_2585			855	54.20				1.0000	0.9990	46	104	104	104	50	54	50	54	50	54	5.031264E8	1.60456461E9	5.031264E8	1.60456461E9	5.031264E8	1.60456461E9	
ENSG00000164823.9_261_1907	ENSG00000164823.9_261_1907			549	27.50				1.0000	0.9990	16	29	29	29	16	13	16	13	16	13	1.75673376E8	3.46745984E8	1.75673376E8	3.46745984E8	1.75673376E8	3.46745984E8	
ENSG00000164828.17_32_1900	ENSG00000164828.17_32_1900			623	55.90				1.0000	0.9990	31	10	10	89	6	4	6	4	53	36	1.151164E8	1.28217672E8	1.151164E8	1.28217672E8	1.89771341E9	2.32337485E9	
ENSG00000164828.17_80_2125	ENSG00000164828.17_80_2125			682	57.90				1.0000	0.9990	33	108	30	109	64	44	18	12	65	44	1.89771341E9	2.32337485E9	6.5868301E8	9.578272E8	1.89771341E9	2.32337485E9	
ENSG00000164830.18_100_2721	ENSG00000164830.18_100_2721			874	56.80				1.0000	0.9990	41	82	67	82	49	33	42	25	49	33	9.6465082E8	4.02113344E8	5.9515379E8	4.86390688E8	9.6465082E8	4.02113344E8	
ENSG00000164855.15_429_1556	ENSG00000164855.15_429_1556			376	19.10				1.0000	0.9990	7	16	16	16	8	8	8	8	8	8	5.09189888E8	2.9805536E8	5.09189888E8	2.9805536E8	5.09189888E8	2.9805536E8	
ENSG00000164880.15_87_6656	ENSG00000164880.15_87_6656			2190	49.10				1.0000	0.9990	93	208	208	208	119	89	119	89	119	89	2.05953075E9	8.2554706E9	2.05953075E9	8.2554706E9	2.05953075E9	8.2554706E9	
ENSG00000164889.13_257_3979	ENSG00000164889.13_257_3979			1241	40.30				1.0000	0.9990	51	99	99	99	62	37	62	37	62	37	5.5331386E8	1.06823514E9	5.5331386E8	1.06823514E9	5.5331386E8	1.06823514E9	
ENSG00000164896.19_79_1725	ENSG00000164896.19_79_1725			549	35.70				1.0000	0.9990	17	22	22	22	10	12	10	12	10	12	1.07174176E8	1.19877466E9	1.07174176E8	1.19877466E9	1.07174176E8	1.19877466E9	
ENSG00000164897.12_144_881	ENSG00000164897.12_144_881			246	26.00				1.0000	0.9990	5	10	10	10	6	4	6	4	6	4	6.4944256E8	8.1238771E8	6.4944256E8	8.1238771E8	6.4944256E8	8.1238771E8	
ENSG00000164898.12_254_592	ENSG00000164898.12_254_592			113	60.20				1.0000	0.9990	8	41	41	41	23	18	23	18	23	18	5.2888632E9	5.3030026E9	5.2888632E9	5.3030026E9	5.2888632E9	5.3030026E9	
ENSG00000164902.13_696_1877	ENSG00000164902.13_696_1877			394	67.80				1.0000	0.9990	27	74	74	74	45	29	45	29	45	29	2.33107789E9	7.3350227E8	2.33107789E9	7.3350227E8	2.33107789E9	7.3350227E8	
ENSG00000164904.17_221_1837	ENSG00000164904.17_221_1837			539	76.80				1.0000	0.9990	41	464	464	464	255	209	255	209	255	209	2.21930332E10	2.02478305E10	2.21930332E10	2.02478305E10	2.21930332E10	2.02478305E10	
ENSG00000164916.10_1_2199	ENSG00000164916.10_1_2199			733	59.50				1.0000	0.9990	36	98	92	98	58	40	56	36	58	40	3.28341658E9	2.83616128E9	3.71186483E9	2.1545385E9	3.28341658E9	2.83616128E9	
ENSG00000164919.10_100_324	ENSG00000164919.10_100_324			75	49.30				1.0000	0.9990	7	27	27	27	11	16	11	16	11	16	8.3834168E9	2.89524081E10	8.3834168E9	2.89524081E10	8.3834168E9	2.89524081E10	
ENSG00000164929.16_189_623	ENSG00000164929.16_189_623			145	49.70				1.0000	0.9990	8	16	16	16	6	10	6	10	6	10	1.87790224E8	6.4847616E8	1.87790224E8	6.4847616E8	1.87790224E8	6.4847616E8	
ENSG00000164930.11_297_2408	ENSG00000164930.11_297_2408			704	36.80				1.0000	0.9990	24	43	43	43	22	21	22	21	22	21	9.1819942E8	1.83295821E9	9.1819942E8	1.83295821E9	9.1819942E8	1.83295821E9	
ENSG00000164932.12_143_871	ENSG00000164932.12_143_871			243	59.30				1.0000	0.9990	13	30	30	30	20	10	20	10	20	10	3.70306842E9	3.38214016E8	3.70306842E9	3.38214016E8	3.70306842E9	3.38214016E8	
ENSG00000164938.13_430_1128	ENSG00000164938.13_430_1128			233	25.30				1.0000	0.9990	3	5	3	5	3	2	1	2	3	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000164941.13_134_3118	ENSG00000164941.13_134_3118			995	39.60				1.0000	0.9990	41	84	84	84	47	37	47	37	47	37	1.28264627E9	1.25830874E9	1.28264627E9	1.25830874E9	1.28264627E9	1.25830874E9	
ENSG00000164944.11_77_5512	ENSG00000164944.11_77_5512			1812	47.60				1.0000	0.9990	85	171	171	171	103	68	103	68	103	68	3.86995558E9	8.180039E8	3.86995558E9	8.180039E8	3.86995558E9	8.180039E8	
ENSG00000164946.19_919_7353	ENSG00000164946.19_919_7353			2145	35.40				1.0000	0.9990	64	150	150	150	82	68	82	68	82	68	3.98572352E8	2.8865193E9	3.98572352E8	2.8865193E9	3.98572352E8	2.8865193E9	
ENSG00000164949.7_459_1043	ENSG00000164949.7_459_1043			195	25.60				1.0000	0.9990	5	8	8	8	6	2	6	2	6	2	3.9055664E8	0.0	3.9055664E8	0.0	3.9055664E8	0.0	
ENSG00000164951.15_270_1880	ENSG00000164951.15_270_1880			537	58.70				1.0000	0.9990	26	88	88	88	39	49	39	49	39	49	2.09547085E9	3.91451238E9	2.09547085E9	3.91451238E9	2.09547085E9	3.91451238E9	
ENSG00000164953.15_89_3043	ENSG00000164953.15_89_3043			985	31.60				1.0000	0.9990	26	36	36	36	19	17	19	17	19	17	1.06303885E9	5.0373755E9	1.06303885E9	5.0373755E9	1.06303885E9	5.0373755E9	
ENSG00000164961.15_351_3827	ENSG00000164961.15_351_3827			1159	58.80				1.0000	0.9990	75	200	200	200	116	84	116	84	116	84	1.95878234E9	2.21685248E9	1.95878234E9	2.21685248E9	1.95878234E9	2.21685248E9	
ENSG00000164967.9_282_770	ENSG00000164967.9_282_770			163	84.70				1.0000	0.9990	15	25	25	25	11	14	11	14	11	14	1.0147767E9	8.1802669E8	1.0147767E9	8.1802669E8	1.0147767E9	8.1802669E8	
ENSG00000164970.14_338_841	ENSG00000164970.14_338_841			168	72.00				1.0000	0.9990	15	34	34	34	17	17	17	17	17	17	1.86898992E8	5.7718918E8	1.86898992E8	5.7718918E8	1.86898992E8	5.7718918E8	
ENSG00000164975.15_177_1409	ENSG00000164975.15_177_1409			411	52.10				1.0000	0.9990	18	30	30	30	15	15	15	15	15	15	2.92276512E8	4.31656128E8	2.92276512E8	4.31656128E8	2.92276512E8	4.31656128E8	
ENSG00000164976.8_227_2266	ENSG00000164976.8_227_2266			680	38.80				1.0000	0.9990	23	47	47	47	29	18	29	18	29	18	3.31712614E9	6.2907607E9	3.31712614E9	6.2907607E9	3.31712614E9	6.2907607E9	
ENSG00000164978.17_246_686	ENSG00000164978.17_246_686			147	59.20				1.0000	0.9990	11	50	50	50	29	21	29	21	29	21	2.53268531E9	1.3487031E9	2.53268531E9	1.3487031E9	2.53268531E9	1.3487031E9	
ENSG00000164983.7_536_1255	ENSG00000164983.7_536_1255			240	48.30				1.0000	0.9990	13	59	59	59	29	30	29	30	29	30	5.9643715E9	3.29059123E9	5.9643715E9	3.29059123E9	5.9643715E9	3.29059123E9	
ENSG00000164985.14_360_1907	ENSG00000164985.14_360_1907			516	71.50				1.0000	0.9990	50	129	128	150	68	61	67	61	77	73	1.01469809E10	6.4265411E9	1.01469809E10	6.4265411E9	9.6775526E9	7.6453652E9	
ENSG00000164989.16_329_4306	ENSG00000164989.16_329_4306			1326	45.10				1.0000	0.9990	68	118	118	118	50	68	50	68	50	68	2.95954688E9	1.68429798E9	2.95954688E9	1.68429798E9	2.95954688E9	1.68429798E9	
ENSG00000165006.13_236_1741	ENSG00000165006.13_236_1741			502	54.00				1.0000	0.9990	24	67	67	67	32	35	32	35	32	35	6.7267283E8	1.06476934E9	6.7267283E8	1.06476934E9	6.7267283E8	1.06476934E9	
ENSG00000165023.6_391_987	ENSG00000165023.6_391_987			199	55.80				1.0000	0.9990	8	10	10	12	6	4	6	4	8	4	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000165028.11_228_812	ENSG00000165028.11_228_812			195	58.50				1.0000	0.9990	10	8	8	14	6	2	6	2	10	4	6.6621404E7	0.0	6.6621404E7	0.0	4.17347712E8	3.67829472E8	
ENSG00000165029.15_396_7178	ENSG00000165029.15_396_7178			2261	36.80				1.0000	0.9990	86	153	153	153	80	73	80	73	80	73	1.67761651E9	2.16903291E10	1.67761651E9	2.16903291E10	1.67761651E9	2.16903291E10	
ENSG00000165030.3_411_1781	ENSG00000165030.3_411_1781			457	50.80				1.0000	0.9990	22	40	40	40	19	21	19	21	19	21	3.80385536E9	4.02859878E9	3.80385536E9	4.02859878E9	3.80385536E9	4.02859878E9	
ENSG00000165046.12_269_1600	ENSG00000165046.12_269_1600			444	54.50				1.0000	0.9990	22	40	40	41	24	16	24	16	25	16	5.9235955E8	1.02568144E8	5.9235955E8	1.02568144E8	6.2331974E8	1.02568144E8	
ENSG00000165060.11_22_609	ENSG00000165060.11_22_609			196	46.40				1.0000	0.9990	9	21	21	21	10	11	10	11	10	11	1.09309261E9	5.414537E8	1.09309261E9	5.414537E8	1.09309261E9	5.414537E8	
ENSG00000165061.14_286_834	ENSG00000165061.14_286_834			183	51.90				1.0000	0.9990	11	26	26	26	16	10	16	10	16	10	4.18008256E8	1.07018512E8	4.18008256E8	1.07018512E8	4.18008256E8	1.07018512E8	
ENSG00000165072.9_618_2675	ENSG00000165072.9_618_2675			686	28.30				1.0000	0.9990	16	31	31	31	12	19	12	19	12	19	4.93798144E8	4.6044992E8	4.93798144E8	4.6044992E8	4.93798144E8	4.6044992E8	
ENSG00000165092.12_56_1558	ENSG00000165092.12_56_1558			501	79.60				1.0000	0.9990	45	1054	1006	1054	632	422	610	396	632	422	8.9347342E10	9.2121629E10	7.7319832E10	9.094203E10	8.9347342E10	9.2121629E10	
ENSG00000165097.13_178_1947	ENSG00000165097.13_178_1947			590	43.90				1.0000	0.9990	25	54	20	54	27	27	10	10	27	27	3.63092992E8	4.40638112E8	2.12259776E8	2.34651712E8	3.63092992E8	4.40638112E8	
ENSG00000165097.13_243_1919	ENSG00000165097.13_243_1919			559	49.20				1.0000	0.9990	23	14	14	48	8	6	8	6	25	23	1.82732109E9	2.4044568E8	1.82732109E9	2.4044568E8	1.97815424E9	3.09683008E8	
ENSG00000165102.14_43_1947	ENSG00000165102.14_43_1947			635	25.40				1.0000	0.9990	12	24	24	24	15	9	15	9	15	9	1.1153856E9	1.82068646E9	1.1153856E9	1.82068646E9	1.1153856E9	1.82068646E9	
ENSG00000165105.9_859_2481	ENSG00000165105.9_859_2481			541	63.40				1.0000	0.9990	35	61	61	61	27	34	27	34	27	34	6.792329E8	4.0910976E9	6.792329E8	4.0910976E9	6.792329E8	4.0910976E9	
ENSG00000165115.14_145_4347	ENSG00000165115.14_145_4347			1401	51.40				1.0000	0.9990	75	173	173	181	98	75	98	75	103	78	5.4393267E9	1.62301184E9	5.4393267E9	1.62301184E9	5.7149143E9	1.6221655E9	
ENSG00000165118.14_218_1240	ENSG00000165118.14_218_1240			341	66.30				1.0000	0.9990	22	69	69	69	39	30	39	30	39	30	3.5146967E9	2.57560474E9	3.5146967E9	2.57560474E9	3.5146967E9	2.57560474E9	
ENSG00000165119.20_210_1601	ENSG00000165119.20_210_1601			464	80.20				1.0000	0.9990	45	669	669	669	350	319	350	319	350	319	1.01488034E11	1.63236282E11	1.01488034E11	1.63236282E11	1.01488034E11	1.63236282E11	
ENSG00000165138.17_394_2661	ENSG00000165138.17_394_2661			756	52.80				1.0000	0.9990	33	55	55	55	31	24	31	24	31	24	5.8955187E8	5.31133408E8	5.8955187E8	5.31133408E8	5.8955187E8	5.31133408E8	
ENSG00000165140.9_285_1244	ENSG00000165140.9_285_1244			320	63.80				1.0000	0.9990	24	48	48	48	30	18	30	18	30	18	1.02705069E9	9.694727E8	1.02705069E9	9.694727E8	1.02705069E9	9.694727E8	
ENSG00000165152.8_329_1510	ENSG00000165152.8_329_1510			394	40.60				1.0000	0.9990	9	13	13	13	7	6	7	6	7	6	2.96488896E8	5.5551443E8	2.96488896E8	5.5551443E8	2.96488896E8	5.5551443E8	
ENSG00000165156.14_739_3324	ENSG00000165156.14_739_3324			862	35.20				1.0000	0.9990	26	41	41	41	20	21	20	21	20	21	2.51496384E8	8.1688019E8	2.51496384E8	8.1688019E8	2.51496384E8	8.1688019E8	
ENSG00000165164.13_178_2994	ENSG00000165164.13_178_2994			939	31.30				1.0000	0.9990	32	46	46	46	36	10	36	10	36	10	9.4013043E8	4.3521104E8	9.4013043E8	4.3521104E8	9.4013043E8	4.3521104E8	
ENSG00000165169.10_128_475	ENSG00000165169.10_128_475			116	56.90				1.0000	0.9990	6	33	33	33	15	18	15	18	15	18	1.6964224E9	2.87783014E9	1.6964224E9	2.87783014E9	1.6964224E9	2.87783014E9	
ENSG00000165171.10_51_785	ENSG00000165171.10_51_785			245	13.90				1.0000	0.9990	2	3	3	3	0	3	0	3	0	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000165185.14_129_2342	ENSG00000165185.14_129_2342			738	39.20				1.0000	0.9990	19	12	12	34	3	9	3	9	18	16	0.0	1.4920848E8	0.0	1.4920848E8	1.65038144E8	1.4920848E8	
ENSG00000165185.14_176_2407	ENSG00000165185.14_176_2407			744	52.20				1.0000	0.9990	30	62	40	62	36	26	21	19	36	26	0.0	4.9102784E8	0.0	4.9102784E8	0.0	4.9102784E8	
ENSG00000165194.15_1677_5120	ENSG00000165194.15_1677_5120			1148	30.30				1.0000	0.9990	34	49	8	50	28	21	5	3	29	21	0.0	1.16556275E9	3.2858096E8	0.0	7.6221306E8	9.7238477E8	
ENSG00000165195.15_431_1594	ENSG00000165195.15_431_1594			388	20.40				1.0000	0.9990	6	8	8	8	2	6	2	6	2	6	1.52512656E8	4.4095984E8	1.52512656E8	4.4095984E8	1.52512656E8	4.4095984E8	
ENSG00000165215.6_228_881	ENSG00000165215.6_228_881			218	34.40				1.0000	0.9990	5	7	7	7	5	2	5	2	5	2	1.81499412E10	0.0	1.81499412E10	0.0	1.81499412E10	0.0	
ENSG00000165233.17_129_677	ENSG00000165233.17_129_677			183	60.10				1.0000	0.9990	11	21	21	21	12	9	12	9	12	9	1.08760179E9	1.31688E9	1.08760179E9	1.31688E9	1.08760179E9	1.31688E9	
ENSG00000165238.16_76_6105	ENSG00000165238.16_76_6105			2010	37.60				1.0000	0.9990	68	19	19	129	11	8	11	8	80	49	1.54199136E8	4.56136896E8	1.54199136E8	4.56136896E8	2.23393638E9	2.10372698E9	
ENSG00000165238.16_76_6651	ENSG00000165238.16_76_6651			2192	41.90				1.0000	0.9990	83	139	8	161	87	52	3	5	99	62	4.03728E9	8.3928E8	9.0364E7	1.74086256E8	4.18846106E9	8.7582016E8	
ENSG00000165240.18_156_4655	ENSG00000165240.18_156_4655			1500	48.20				1.0000	0.9990	56	122	115	122	65	57	61	54	65	57	1.94687078E10	1.18163571E9	1.93070572E10	1.30747072E9	1.94687078E10	1.18163571E9	
ENSG00000165246.13_253_2871	ENSG00000165246.13_253_2871			873	27.30				1.0000	0.9990	21	27	6	31	16	11	3	3	20	11	1.57999488E8	2.75281152E8	1.57999488E8	0.0	3.0610592E8	1.639092E8	
ENSG00000165259.13_179_2182	ENSG00000165259.13_179_2182			668	40.30				1.0000	0.9990	21	33	33	33	25	8	25	8	25	8	9.481424E8	9.464727E8	9.481424E8	9.464727E8	9.481424E8	9.464727E8	
ENSG00000165264.10_103_486	ENSG00000165264.10_103_486			128	68.00				1.0000	0.9990	13	48	48	48	22	26	22	26	22	26	3.72277939E9	2.71479347E9	3.72277939E9	2.71479347E9	3.72277939E9	2.71479347E9	
ENSG00000165269.12_70_1050	ENSG00000165269.12_70_1050			327	29.10				1.0000	0.9990	9	10	10	10	4	6	4	6	4	6	0.0	8.439852E7	0.0	8.439852E7	0.0	8.439852E7	
ENSG00000165271.16_89_3526	ENSG00000165271.16_89_3526			1146	45.60				1.0000	0.9990	50	113	113	113	59	54	59	54	59	54	1.07534157E9	5.5567334E9	1.07534157E9	5.5567334E9	1.07534157E9	5.5567334E9	
ENSG00000165272.14_82_957	ENSG00000165272.14_82_957			292	18.20				1.0000	0.9990	4	4	4	4	2	2	2	2	2	2	9.8938328E7	8.5219264E7	9.8938328E7	8.5219264E7	9.8938328E7	8.5219264E7	
ENSG00000165275.9_242_904	ENSG00000165275.9_242_904			221	37.10				1.0000	0.9990	7	23	23	23	12	11	12	11	12	11	2.70408416E8	1.11567795E9	2.70408416E8	1.11567795E9	2.70408416E8	1.11567795E9	
ENSG00000165280.15_897_3314	ENSG00000165280.15_897_3314			806	91.70				1.0000	0.9990	101	1235	1234	1235	624	611	624	610	624	611	6.779254E10	9.0670891E10	6.779254E10	9.0670891E10	6.779254E10	9.0670891E10	
ENSG00000165283.15_64_1131	ENSG00000165283.15_64_1131			356	69.70				1.0000	0.9990	23	151	151	151	90	61	90	61	90	61	7.5998387E9	9.2632883E9	7.5998387E9	9.2632883E9	7.5998387E9	9.2632883E9	
ENSG00000165288.10_218_5623	ENSG00000165288.10_218_5623			1802	37.50				1.0000	0.9990	71	129	129	136	64	65	64	65	66	70	6.287063E8	2.17735757E9	6.287063E8	2.17735757E9	1.27607757E9	2.70893645E9	
ENSG00000165304.7_185_2137	ENSG00000165304.7_185_2137			651	42.50				1.0000	0.9990	27	45	45	45	17	28	17	28	17	28	5.7981186E10	1.04578323E9	5.7981186E10	1.04578323E9	5.7981186E10	1.04578323E9	
ENSG00000165309.13_72_2666	ENSG00000165309.13_72_2666			865	48.30				1.0000	0.9990	40	64	64	64	33	31	33	31	33	31	2.95458208E8	3.45928192E8	2.95458208E8	3.45928192E8	2.95458208E8	3.45928192E8	
ENSG00000165323.15_23_13339	ENSG00000165323.15_23_13339			4439	25.90				1.0000	0.9990	90	1	1	138	1	0	1	0	69	69	0.0	0.0	0.0	0.0	3.38010656E8	8.280832E8	
ENSG00000165323.15_30_13688	ENSG00000165323.15_30_13688			4553	25.80				1.0000	0.9990	95	145	8	145	74	71	6	2	74	71	3.38010656E8	8.280832E8	2.1686712E8	0.0	3.38010656E8	8.280832E8	
ENSG00000165338.16_95_2422	ENSG00000165338.16_95_2422			776	42.40				1.0000	0.9990	31	57	57	57	28	29	28	29	28	29	6.3001792E8	0.0	6.3001792E8	0.0	6.3001792E8	0.0	
ENSG00000165355.7_513_2003	ENSG00000165355.7_513_2003			497	24.70				1.0000	0.9990	8	12	12	12	7	5	7	5	7	5	3.76729472E8	3.39790464E8	3.76729472E8	3.39790464E8	3.76729472E8	3.39790464E8	
ENSG00000165359.15_554_1429	ENSG00000165359.15_554_1429			292	56.50				1.0000	0.9990	11	17	17	27	9	8	9	8	14	13	2.7793692E7	1.18090944E8	2.7793692E7	1.18090944E8	2.4534272E8	3.21937984E8	
ENSG00000165392.9_250_4545	ENSG00000165392.9_250_4545			1432	53.70				1.0000	0.9990	81	139	139	139	70	69	70	69	70	69	7.744368E8	9.4641357E8	7.744368E8	9.4641357E8	7.744368E8	9.4641357E8	
ENSG00000165406.15_269_1981	ENSG00000165406.15_269_1981			571	35.60				1.0000	0.9990	20	37	14	37	20	17	9	5	20	17	4.12048768E8	7.5836602E8	4.12048768E8	2.45791056E8	4.12048768E8	7.5836602E8	
ENSG00000165409.16_386_2614	ENSG00000165409.16_386_2614			743	22.10				1.0000	0.9990	11	12	12	12	5	7	5	7	5	7	0.0	2.78337152E8	0.0	2.78337152E8	0.0	2.78337152E8	
ENSG00000165410.14_151_648	ENSG00000165410.14_151_648			166	78.90				1.0000	0.9990	19	60	0	144	30	30	0	0	74	70	3.16272717E9	5.206123E9	0.0	0.0	5.3449759E9	1.15849617E11	ENSG00000165410.14_153_650
ENSG00000165416.14_83_1177	ENSG00000165416.14_83_1177			365	67.40				1.0000	0.9990	37	214	214	214	104	110	104	110	104	110	9.3773107E9	7.2920878E9	9.3773107E9	7.2920878E9	9.3773107E9	7.2920878E9	
ENSG00000165417.11_405_1532	ENSG00000165417.11_405_1532			376	18.40				1.0000	0.9990	7	13	13	13	6	7	6	7	6	7	1.40193587E9	1.92370355E9	1.40193587E9	1.92370355E9	1.40193587E9	1.92370355E9	
ENSG00000165434.7_313_2178	ENSG00000165434.7_313_2178			622	70.90				1.0000	0.9990	42	118	118	118	65	53	65	53	65	53	3.02929254E9	1.85628262E9	3.02929254E9	1.85628262E9	3.02929254E9	1.85628262E9	
ENSG00000165443.11_265_1392	ENSG00000165443.11_265_1392			376	64.60				1.0000	0.9990	26	58	58	58	29	29	29	29	29	29	6.3721146E8	2.1017696E9	6.3721146E8	2.1017696E9	6.3721146E8	2.1017696E9	
ENSG00000165449.11_638_2164	ENSG00000165449.11_638_2164			509	10.60				1.0000	0.9990	8	9	9	9	6	3	6	3	6	3	1.60236211E9	2.9167184E7	1.60236211E9	2.9167184E7	1.60236211E9	2.9167184E7	
ENSG00000165458.13_205_3978	ENSG00000165458.13_205_3978			1258	55.50				1.0000	0.9990	65	170	170	170	96	74	96	74	96	74	2.8866496E9	3.22480998E9	2.8866496E9	3.22480998E9	2.8866496E9	3.22480998E9	
ENSG00000165471.6_105_809	ENSG00000165471.6_105_809			235	77.00				1.0000	0.9990	19	38	38	38	15	23	15	23	15	23	2.89795648E8	1.88061824E9	2.89795648E8	1.88061824E9	2.89795648E8	1.88061824E9	
ENSG00000165474.5_139_816	ENSG00000165474.5_139_816			226	38.10				1.0000	0.9990	7	10	10	10	3	7	3	7	3	7	0.0	1.39323072E8	0.0	1.39323072E8	0.0	1.39323072E8	
ENSG00000165475.13_64_1020	ENSG00000165475.13_64_1020			319	63.90				1.0000	0.9990	21	173	173	173	80	93	80	93	80	93	8.1991747E9	9.0985636E9	8.1991747E9	9.0985636E9	8.1991747E9	9.0985636E9	
ENSG00000165476.13_196_948	ENSG00000165476.13_196_948			251	52.20				1.0000	0.9990	15	45	45	45	23	22	23	22	23	22	4.7726321E9	2.9472279E9	4.7726321E9	2.9472279E9	4.7726321E9	2.9472279E9	
ENSG00000165487.13_67_1368	ENSG00000165487.13_67_1368			434	72.40				1.0000	0.9990	35	66	66	66	36	30	36	30	36	30	3.0955136E8	8.3196653E8	3.0955136E8	8.3196653E8	3.0955136E8	8.3196653E8	
ENSG00000165494.11_453_5117	ENSG00000165494.11_453_5117			1555	54.80				1.0000	0.9990	94	154	154	154	84	70	84	70	84	70	3.4712928E8	2.66646656E9	3.4712928E8	2.66646656E9	3.4712928E8	2.66646656E9	
ENSG00000165501.16_325_1566	ENSG00000165501.16_325_1566			414	38.40				1.0000	0.9990	17	50	50	50	30	20	30	20	30	20	2.43032096E8	2.76313549E9	2.43032096E8	2.76313549E9	2.43032096E8	2.76313549E9	
ENSG00000165502.6_161_478	ENSG00000165502.6_161_478			106	70.80				1.0000	0.9990	11	59	59	59	26	33	26	33	26	33	3.02963323E10	4.359535E10	3.02963323E10	4.359535E10	3.02963323E10	4.359535E10	
ENSG00000165506.14_568_2592	ENSG00000165506.14_568_2592			675	50.10				1.0000	0.9990	31	58	58	58	36	22	36	22	36	22	1.04035789E10	3.2407616E8	1.04035789E10	3.2407616E8	1.04035789E10	3.2407616E8	
ENSG00000165507.8_219_854	ENSG00000165507.8_219_854			212	84.90				1.0000	0.9990	14	20	20	20	13	7	13	7	13	7	4.42790368E8	3.41074624E8	4.42790368E8	3.41074624E8	4.42790368E8	3.41074624E8	
ENSG00000165512.4_594_1265	ENSG00000165512.4_594_1265			224	46.90				1.0000	0.9990	11	36	36	36	19	17	19	17	19	17	2.60339584E9	8.3289856E8	2.60339584E9	8.3289856E8	2.60339584E9	8.3289856E8	
ENSG00000165516.10_862_2079	ENSG00000165516.10_862_2079			406	56.40				1.0000	0.9990	22	32	32	32	23	9	23	9	23	9	2.22476464E8	1.68417104E8	2.22476464E8	1.68417104E8	2.22476464E8	1.68417104E8	
ENSG00000165521.15_1_5907	ENSG00000165521.15_1_5907			1969	37.40				1.0000	0.9990	74	145	114	147	70	75	56	58	71	76	2.09234964E10	4.6039357E9	1.15152732E10	2.79994291E9	2.09234964E10	4.6039357E9	
